geoid,name,type,county,counties,population,code_status,publisher,code_url,publisher_client_id,code_product_id,codified_through,code_last_updated,pdf_available,pending_ordinances_count,official_status,source,source_checked_date,notes,statement
1233700,Indiantown,village,Martin,Martin,6810,online-html,municode,https://library.municode.com/fl/indiantown,20232,17415,,,0,0,unstated,municode-api,2026-09-23,,"The village of Indiantown in Martin County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/indiantown. Checked 2026-09-23."
1233800,Inglis,town,Levy,Levy,1622,online-html,municode,https://library.municode.com/fl/inglis,8824,10029,,2026-02-20,0,0,unstated,municode-api,2026-09-23,,"The town of Inglis in Levy County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/inglis. Checked 2026-09-23."
1233900,Interlachen,town,Putnam,Putnam,1508,ordinances-only,self-hosted,https://www.interlachen-fl.gov/,,,,,0,,unstated,browser,2026-09-04,individual ordinances on the town site,"The town of Interlachen in Putnam County, Florida, publishes individual ordinances online at https://www.interlachen-fl.gov/ but no codified code of ordinances. Checked 2026-09-04."
1233950,Inverness,city,Citrus,Citrus,7887,online-html,municode,https://library.municode.com/fl/inverness,2728,11026,,2026-05-18,1,1,unstated,municode-api,2026-09-23,,"The city of Inverness in Citrus County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/inverness. 1 adopted ordinance(s) await codification. Checked 2026-09-23."
1234132,Islamorada,village,Monroe,Monroe,7013,online-html,municode,https://library.municode.com/fl/islamorada,10520,41338,,,0,0,unstated,municode-api,2026-09-23,,"The village of Islamorada in Monroe County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/islamorada. Checked 2026-09-23."
1235000,Jacksonville,city,Duval,Duval,1009833,online-html,municode,https://library.municode.com/fl/jacksonville,11845,12174,,2026-07-10,1,17,unstated,municode-api,2026-09-23,,"The city of Jacksonville in Duval County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/jacksonville. 17 adopted ordinance(s) await codification. Checked 2026-09-23."
1235050,Jacksonville Beach,city,Duval,Duval,23630,online-html,municode,https://library.municode.com/fl/jacksonville_beach,2757,11041,2026-05-04,2026-07-07,1,2,unstated,municode-api,2026-09-23,,"The city of Jacksonville Beach in Duval County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/jacksonville_beach. The code is codified through ordinances adopted 2026-05-04. 2 adopted ordinance(s) await codification. Checked 2026-09-23."
1235200,Jacob City,city,Jackson,Jackson,230,no-online-code,none,,,,,,0,,unstated,manual,2026-09-23,"Jacob City's official site posts no ordinances, code, charter or land development regulations; its Documents page is empty.","The city of Jacob City in Jackson County, Florida, publishes no code of ordinances online. Checked 2026-09-23."
1235375,Jasper,city,Hamilton,Hamilton,3549,online-pdf-only,planning-council,https://www.ncfrpc.org/MapsAndPlans/CitiesAndTowns/Jasper/LDR_Jasper_19_Tan.pdf,,,2019-08-12,,0,,unstated,manual,2026-09-23,"The city publishes only its land development regulations, as a PDF hosted by the North Central Florida Regional Planning Council; no general code of ordinances was found online.","The city of Jasper in Hamilton County, Florida, publishes its code of ordinances as a PDF through its regional planning council at https://www.ncfrpc.org/MapsAndPlans/CitiesAndTowns/Jasper/LDR_Jasper_19_Tan.pdf. The code is codified through ordinances adopted 2019-08-12. Checked 2026-09-23."
1235425,Jay,town,Santa Rosa,Santa Rosa,583,online-html,municipal-code-online,https://jay.municipalcodeonline.com/book?type=ordinances,,,,,0,,unstated,browser,2026-09-04,moved off Municode; the Municode library slug no longer resolves,"The town of Jay in Santa Rosa County, Florida, publishes its code of ordinances as a searchable web code through MunicipalCodeOnline at https://jay.municipalcodeonline.com/book?type=ordinances. Checked 2026-09-04."
1235525,Jennings,town,Hamilton,Hamilton,772,online-pdf-only,planning-council,https://www.ncfrpc.org/MapsAndPlans/CitiesAndTowns/Jennings/LDR_Jennings92_Green.pdf,,,1992-11-05,,0,,unstated,manual,2026-09-23,"No official town website exists; the only code found online is the town's 1992 land development regulations as a PDF on the regional planning council's server, and it may be out of date.","The town of Jennings in Hamilton County, Florida, publishes its code of ordinances as a PDF through its regional planning council at https://www.ncfrpc.org/MapsAndPlans/CitiesAndTowns/Jennings/LDR_Jennings92_Green.pdf. The code is codified through ordinances adopted 1992-11-05. Checked 2026-09-23."
1235850,Juno Beach,town,Palm Beach,Palm Beach,3969,online-html,municode,https://library.municode.com/fl/juno_beach,8849,14224,2024-06-26,2025-02-03,1,2,unstated,municode-api,2026-09-23,,"The town of Juno Beach in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/juno_beach. The code is codified through ordinances adopted 2024-06-26. 2 adopted ordinance(s) await codification. Checked 2026-09-23."
1235875,Jupiter,town,Palm Beach,Palm Beach,62987,online-html,municode,https://library.municode.com/fl/jupiter,8850,11062,,2026-07-15,1,4,unstated,municode-api,2026-09-23,,"The town of Jupiter in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/jupiter. 4 adopted ordinance(s) await codification. Checked 2026-09-23."
1235900,Jupiter Inlet Colony,town,Palm Beach,Palm Beach,456,online-html,municode,https://library.municode.com/fl/jupiter_inlet_colony,8851,14083,,2025-09-30,1,0,unstated,municode-api,2026-09-23,,"The town of Jupiter Inlet Colony in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/jupiter_inlet_colony. Checked 2026-09-23."
1235925,Jupiter Island,town,Martin,Martin,837,online-html,municode,https://library.municode.com/fl/jupiter_island,8852,12535,,2026-08-10,1,0,unstated,municode-api,2026-09-23,,"The town of Jupiter Island in Martin County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/jupiter_island. Checked 2026-09-23."
1236175,Kenneth City,town,Pinellas,Pinellas,4966,online-html,municode,https://library.municode.com/fl/kenneth_city,8861,10077,,2026-07-27,1,4,unstated,municode-api,2026-09-23,,"The town of Kenneth City in Pinellas County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/kenneth_city. 4 adopted ordinance(s) await codification. Checked 2026-09-23."
1236300,Key Biscayne,village,Miami-Dade,Miami-Dade,15111,online-html,municode,https://library.municode.com/fl/key_biscayne,10536,12518,2026-03-10,2026-04-27,1,1,unstated,municode-api,2026-09-23,,"The village of Key Biscayne in Miami-Dade County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/key_biscayne. The code is codified through ordinances adopted 2026-03-10. 1 adopted ordinance(s) await codification. Checked 2026-09-23."
1236325,Key Colony Beach,city,Monroe,Monroe,749,online-html,municode,https://library.municode.com/fl/key_colony_beach,2836,11080,,2026-07-31,1,1,unstated,municode-api,2026-09-23,,"The city of Key Colony Beach in Monroe County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/key_colony_beach. 1 adopted ordinance(s) await codification. Checked 2026-09-23."
1236475,Keystone Heights,city,Clay,Clay,1566,online-html,municode,https://library.municode.com/fl/keystone_heights,2839,15323,,2025-05-28,1,9,unstated,municode-api,2026-09-23,,"The city of Keystone Heights in Clay County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/keystone_heights. 9 adopted ordinance(s) await codification. Checked 2026-09-23."
1236550,Key West,city,Monroe,Monroe,25240,online-html,municode,https://library.municode.com/fl/key_west,2837,10053,,2026-08-21,1,0,unstated,municode-api,2026-09-23,,"The city of Key West in Monroe County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/key_west. Checked 2026-09-23."
1236950,Kissimmee,city,Osceola,Osceola,84756,online-html,municode,https://library.municode.com/fl/kissimmee,2866,15261,2025-02-04,2025-08-22,1,14,unstated,municode-api,2026-09-23,,"The city of Kissimmee in Osceola County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/kissimmee. The code is codified through ordinances adopted 2025-02-04. 14 adopted ordinance(s) await codification. Checked 2026-09-23."
1237225,LaBelle,city,Hendry,Hendry,5472,online-html,municode,https://library.municode.com/fl/labelle,2895,10039,2025-06-12,2026-02-26,1,2,unstated,municode-api,2026-09-23,,"The city of LaBelle in Hendry County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/labelle. The code is codified through ordinances adopted 2025-06-12. 2 adopted ordinance(s) await codification. Checked 2026-09-23."
1237300,La Crosse,town,Alachua,Alachua,324,online-pdf-only,planning-council,https://www.ncfrpc.org/MapsAndPlans/CitiesAndTowns/LaCrosse/LDR_LaCrosse_20_Canary.pdf,,,2020-02-10,,0,,unstated,manual,2026-09-23,"The town's land development regulations are published as a PDF, both on the town site's Google Drive link and at the regional planning council; no general code of ordinances was found.","The town of La Crosse in Alachua County, Florida, publishes its code of ordinances as a PDF through its regional planning council at https://www.ncfrpc.org/MapsAndPlans/CitiesAndTowns/LaCrosse/LDR_LaCrosse_20_Canary.pdf. The code is codified through ordinances adopted 2020-02-10. Checked 2026-09-23."
1237375,Lady Lake,town,Lake,Lake,17288,online-html,municode,https://library.municode.com/fl/lady_lake,8891,12012,,2026-07-01,1,0,unstated,municode-api,2026-09-23,,"The town of Lady Lake in Lake County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lady_lake. Checked 2026-09-23."
1237525,Lake Alfred,city,Polk,Polk,8632,online-html,municode,https://library.municode.com/fl/lake_alfred,2910,11111,,2026-06-12,1,0,unstated,municode-api,2026-09-23,,"The city of Lake Alfred in Polk County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lake_alfred. Checked 2026-09-23."
1237625,Lake Buena Vista,city,Orange,Orange,25,online-pdf-only,county-code,https://www.oversightdistrict.org/wp-content/uploads/2024/09/CFTOD_LDR_2024_rev091124.pdf,,,2024-09-11,,0,,unstated,manual,2026-09-23,"The city has no code of its own online; land use is governed by the Central Florida Tourism Oversight District's land development regulations, which name the city on the cover, and the city posts only agenda packets.","The city of Lake Buena Vista in Orange County, Florida, is governed by the code of the county or district that regulates its land use, published at https://www.oversightdistrict.org/wp-content/uploads/2024/09/CFTOD_LDR_2024_rev091124.pdf. The code is codified through ordinances adopted 2024-09-11. Checked 2026-09-23."
1237650,Lake Butler,city,Union,Union,1983,online-html,municode,https://library.municode.com/fl/lake_butler,2912,14892,,2026-01-08,1,0,unstated,municode-api,2026-09-23,,"The city of Lake Butler in Union County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lake_butler. Checked 2026-09-23."
1237775,Lake City,city,Columbia,Columbia,12783,online-html,municode,https://library.municode.com/fl/lake_city,2914,11113,,2026-07-01,1,0,unstated,municode-api,2026-09-23,,"The city of Lake City in Columbia County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lake_city. Checked 2026-09-23."
1237800,Lake Clarke Shores,town,Palm Beach,Palm Beach,3629,online-html,municode,https://library.municode.com/fl/lake_clarke_shores,8899,12818,,2026-05-12,1,0,unstated,municode-api,2026-09-23,,"The town of Lake Clarke Shores in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lake_clarke_shores. Checked 2026-09-23."
1237975,Lake Hamilton,town,Polk,Polk,2126,online-html,municode,https://library.municode.com/fl/lake_hamilton,8901,14971,,2026-05-14,1,0,unstated,municode-api,2026-09-23,,"The town of Lake Hamilton in Polk County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lake_hamilton. Checked 2026-09-23."
1238025,Lake Helen,city,Volusia,Volusia,2988,online-html,municode,https://library.municode.com/fl/lake_helen,2922,10160,,2025-09-15,1,0,unstated,municode-api,2026-09-23,,"The city of Lake Helen in Volusia County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lake_helen. Checked 2026-09-23."
1238250,Lakeland,city,Polk,Polk,124990,online-html,municode,https://library.municode.com/fl/lakeland,2937,10955,,2026-04-01,1,1,unstated,municode-api,2026-09-23,,"The city of Lakeland in Polk County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lakeland. 1 adopted ordinance(s) await codification. Checked 2026-09-23."
1238425,Lake Mary,city,Seminole,Seminole,16989,online-html,american-legal,https://codelibrary.amlegal.com/codes/lakemary/latest/overview,,,2024-06-20,,0,,unstated,browser,2026-09-03,,"The city of Lake Mary in Seminole County, Florida, publishes its code of ordinances as a searchable web code through American Legal Publishing at https://codelibrary.amlegal.com/codes/lakemary/latest/overview. The code is codified through ordinances adopted 2024-06-20. Checked 2026-09-03."
1238600,Lake Park,town,Palm Beach,Palm Beach,9188,online-html,municode,https://library.municode.com/fl/lake_park,8906,13850,2026-02-04,2026-05-26,1,0,unstated,municode-api,2026-09-23,,"The town of Lake Park in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lake_park. The code is codified through ordinances adopted 2026-02-04. Checked 2026-09-23."
1238625,Lake Placid,town,Highlands,Highlands,2561,online-html,municode,https://library.municode.com/fl/lake_placid,8907,12661,,2026-07-06,1,0,unstated,municode-api,2026-09-23,,"The town of Lake Placid in Highlands County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lake_placid. Checked 2026-09-23."
1238950,Lake Wales,city,Polk,Polk,17798,online-html,municode,https://library.municode.com/fl/lake_wales,2934,14370,,2026-08-24,1,1,unstated,municode-api,2026-09-23,,"The city of Lake Wales in Polk County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lake_wales. 1 adopted ordinance(s) await codification. Checked 2026-09-23."
1239081,Lake Worth Beach,city,Palm Beach,Palm Beach,44417,online-html,municode,https://library.municode.com/fl/lake_worth_beach,2936,10091,,2026-08-20,1,4,unstated,municode-api,2026-09-23,,"The city of Lake Worth Beach in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lake_worth_beach. 4 adopted ordinance(s) await codification. Checked 2026-09-23."
1239375,Lantana,town,Palm Beach,Palm Beach,12545,online-html,municode,https://library.municode.com/fl/lantana,8918,11133,2026-03-09,2026-05-26,1,5,unstated,municode-api,2026-09-23,,"The town of Lantana in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lantana. The code is codified through ordinances adopted 2026-03-09. 5 adopted ordinance(s) await codification. Checked 2026-09-23."
1239425,Largo,city,Pinellas,Pinellas,82337,online-html,municode,https://library.municode.com/fl/largo,2957,13786,2026-06-02,2026-08-05,1,5,unstated,municode-api,2026-09-23,,"The city of Largo in Pinellas County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/largo. The code is codified through ordinances adopted 2026-06-02. 5 adopted ordinance(s) await codification. Checked 2026-09-23."
1239475,Lauderdale-by-the-Sea,town,Broward,Broward,6365,online-html,municode,https://library.municode.com/fl/lauderdale-by-the-sea,8922,14833,2026-02-10,2026-06-10,1,0,unstated,municode-api,2026-09-23,,"The town of Lauderdale-by-the-Sea in Broward County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lauderdale-by-the-sea. The code is codified through ordinances adopted 2026-02-10. Checked 2026-09-23."
1239525,Lauderdale Lakes,city,Broward,Broward,37333,online-html,municode,https://library.municode.com/fl/lauderdale_lakes,2967,19971,,2025-06-16,1,2,unstated,municode-api,2026-09-23,,"The city of Lauderdale Lakes in Broward County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lauderdale_lakes. 2 adopted ordinance(s) await codification. Checked 2026-09-23."
1239550,Lauderhill,city,Broward,Broward,76627,online-html,municode,https://library.municode.com/fl/lauderhill,2968,10006,,2026-08-17,1,0,unstated,municode-api,2026-09-23,,"The city of Lauderhill in Broward County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lauderhill. Checked 2026-09-23."
1239650,Laurel Hill,city,Okaloosa,Okaloosa,606,unknown,unknown,,,,,,0,,unstated,manual,2026-09-23,"no commercial code publisher carries this jurisdiction, having checked the Municode client list and library resolver, the American Legal Florida region listing, eCode360 and MunicipalCodeOnline; No official website was found, and no code or ordinances for Laurel Hill are published online; the county routes inquiries to the city clerk by email.","The city of Laurel Hill in Okaloosa County, Florida, is carried by no commercial code publisher, and this survey could not confirm what it publishes instead. Checked 2026-09-23."
1239700,Lawtey,city,Bradford,Bradford,682,no-online-code,none,,,,,,0,,unstated,manual,2026-09-23,"The official site refers to a city code of ordinances but posts none, and the stray ordinance files on the server belong to Starke and Live Oak, not Lawtey.","The city of Lawtey in Bradford County, Florida, publishes no code of ordinances online. Checked 2026-09-23."
1239725,Layton,city,Monroe,Monroe,208,online-html,municode,https://library.municode.com/fl/layton,13184,14368,,2021-11-29,1,0,unstated,municode-api,2026-09-23,,"The city of Layton in Monroe County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/layton. Checked 2026-09-23."
1239750,Lazy Lake,village,Broward,Broward,35,ordinances-only,self-hosted,https://lazylakefl.us/ordinances,,,,,0,,unstated,manual,2026-09-23,The village posts two individual ordinances as PDFs and no codified code; Broward County code enforcement handles village ordinance enforcement.,"The village of Lazy Lake in Broward County, Florida, publishes individual ordinances online at https://lazylakefl.us/ordinances but no codified code of ordinances. Checked 2026-09-23."
1239850,Lee,town,Madison,Madison,380,online-pdf-only,self-hosted,https://www.leeflorida.org/3177-2/,,,,,0,,unstated,manual,2026-09-23,"The town posts its land development regulations as one PDF per article, and its individual ordinances from 1981 through 2025 with a 2020 master index, but has no browsable codified code.","The town of Lee in Madison County, Florida, publishes its code of ordinances as a PDF through its own website at https://www.leeflorida.org/3177-2/. Checked 2026-09-23."
1239875,Leesburg,city,Lake,Lake,37815,online-html,municode,https://library.municode.com/fl/leesburg,2995,10282,2024-10-14,2025-06-18,1,0,unstated,municode-api,2026-09-23,,"The city of Leesburg in Lake County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/leesburg. The code is codified through ordinances adopted 2024-10-14. Checked 2026-09-23."
1240450,Lighthouse Point,city,Broward,Broward,10878,online-pdf-only,self-hosted,https://www.lighthousepointfl.gov/211/Code-of-Ordinances,,,,,0,,unstated,browser,2026-09-04,city rewrote the code in two parts and hosts it; Municode carries a hidden copy last updated 2018,"The city of Lighthouse Point in Broward County, Florida, publishes its code of ordinances as a PDF through its own website at https://www.lighthousepointfl.gov/211/Code-of-Ordinances. Checked 2026-09-04."
1240875,Live Oak,city,Suwannee,Suwannee,7200,online-html,municode,https://library.municode.com/fl/live_oak,12858,12412,2023-11-14,2024-04-30,1,0,unstated,municode-api,2026-09-23,,"The city of Live Oak in Suwannee County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/live_oak. The code is codified through ordinances adopted 2023-11-14. Checked 2026-09-23."
1241150,Longboat Key,town,Sarasota,Sarasota|Manatee,7463,online-html,municode,https://library.municode.com/fl/longboat_key,8987,14959,,2026-07-07,1,1,unstated,municode-api,2026-09-23,,"The town of Longboat Key in Sarasota County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/longboat_key. 1 adopted ordinance(s) await codification. Checked 2026-09-23."
1241250,Longwood,city,Seminole,Seminole,17089,online-html,municode,https://library.municode.com/fl/longwood,3073,13823,,2026-05-21,1,5,unstated,municode-api,2026-09-23,,"The city of Longwood in Seminole County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/longwood. 5 adopted ordinance(s) await codification. Checked 2026-09-23."
1241577,Loxahatchee Groves,town,Palm Beach,Palm Beach,3559,online-html,municode,https://library.municode.com/fl/loxahatchee_groves,16534,15579,2025-12-02,2026-03-02,1,1,unstated,municode-api,2026-09-23,,"The town of Loxahatchee Groves in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/loxahatchee_groves. The code is codified through ordinances adopted 2025-12-02. 1 adopted ordinance(s) await codification. Checked 2026-09-23."
1241825,Lynn Haven,city,Bay,Bay,21954,online-html,municode,https://library.municode.com/fl/lynn_haven,3118,14573,,2026-08-05,1,0,unstated,municode-api,2026-09-23,,"The city of Lynn Haven in Bay County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/lynn_haven. Checked 2026-09-23."
1241950,Macclenny,city,Baker,Baker,8178,online-html,municode,https://library.municode.com/fl/macclenny,3123,12570,,2026-06-26,1,0,unstated,municode-api,2026-09-23,,"The city of Macclenny in Baker County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/macclenny. Checked 2026-09-23."
1242150,McIntosh,town,Marion,Marion,532,online-html,municode,https://library.municode.com/fl/mcintosh,13399,14376,,2026-02-25,1,0,unstated,municode-api,2026-09-23,,"The town of McIntosh in Marion County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/mcintosh. Checked 2026-09-23."
1242400,Madeira Beach,city,Pinellas,Pinellas,4014,online-html,municode,https://library.municode.com/fl/madeira_beach,3129,13126,,2026-04-24,1,1,unstated,municode-api,2026-09-23,,"The city of Madeira Beach in Pinellas County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/madeira_beach. 1 adopted ordinance(s) await codification. Checked 2026-09-23."
1242425,Madison,city,Madison,Madison,2994,online-html,municode,https://library.municode.com/fl/madison,11614,14594,,2025-10-03,1,0,unstated,municode-api,2026-09-23,,"The city of Madison in Madison County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/madison. Checked 2026-09-23."
1242575,Maitland,city,Orange,Orange,19776,online-html,municode,https://library.municode.com/fl/maitland,3141,10963,,2025-11-04,1,4,unstated,municode-api,2026-09-23,,"The city of Maitland in Orange County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/maitland. 4 adopted ordinance(s) await codification. Checked 2026-09-23."
1242625,Malabar,town,Brevard,Brevard,3175,online-html,municode,https://library.municode.com/fl/malabar,9025,11814,,2025-10-23,0,0,unstated,municode-api,2026-09-23,,"The town of Malabar in Brevard County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/malabar. Checked 2026-09-23."
1242650,Malone,town,Jackson,Jackson,1642,no-online-code,none,,,,,,0,,unstated,manual,2026-09-23,"The town's official site posts no code, land development regulations or ordinances, apart from a mention that a fair housing ordinance exists.","The town of Malone in Jackson County, Florida, publishes no code of ordinances online. Checked 2026-09-23."
1242700,Manalapan,town,Palm Beach,Palm Beach,441,online-html,municode,https://library.municode.com/fl/manalapan,13185,15604,2025-05-20,2025-10-01,1,6,unstated,municode-api,2026-09-23,,"The town of Manalapan in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/manalapan. The code is codified through ordinances adopted 2025-05-20. 6 adopted ordinance(s) await codification. Checked 2026-09-23."
1242900,Mangonia Park,town,Palm Beach,Palm Beach,2643,online-html,municode,https://library.municode.com/fl/mangonia_park,9032,10066,2023-07-18,2025-07-28,0,0,unstated,municode-api,2026-09-23,,"The town of Mangonia Park in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/mangonia_park. The code is codified through ordinances adopted 2023-07-18. Checked 2026-09-23."
1243000,Marathon,city,Monroe,Monroe,10039,online-html,municode,https://library.municode.com/fl/marathon,12861,41348,,,0,0,unstated,municode-api,2026-09-23,,"The city of Marathon in Monroe County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/marathon. Checked 2026-09-23."
1243083,Marco Island,city,Collier,Collier,16554,online-html,municode,https://library.municode.com/fl/marco_island,3175,14000,2026-05-04,2026-07-28,1,1,unstated,municode-api,2026-09-23,,"The city of Marco Island in Collier County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/marco_island. The code is codified through ordinances adopted 2026-05-04. 1 adopted ordinance(s) await codification. Checked 2026-09-23."
1243125,Margate,city,Broward,Broward,60650,online-html,municode,https://library.municode.com/fl/margate,3178,10964,,2025-06-25,1,10,unstated,municode-api,2026-09-23,,"The city of Margate in Broward County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/margate. 10 adopted ordinance(s) await codification. Checked 2026-09-23."
1243175,Marianna,city,Jackson,Jackson,7975,online-html,municode,https://library.municode.com/fl/marianna,12077,11222,2024-11-05,2025-12-19,1,4,unstated,municode-api,2026-09-23,,"The city of Marianna in Jackson County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/marianna. The code is codified through ordinances adopted 2024-11-05. 4 adopted ordinance(s) await codification. Checked 2026-09-23."
1243250,Marineland,town,Flagler,Flagler|St. Johns,9,unknown,unknown,,,,,,0,,unstated,manual,2026-09-23,"no commercial code publisher carries this jurisdiction, having checked the Municode client list and library resolver, the American Legal Florida region listing, eCode360 and MunicipalCodeOnline; A second search on 2026-09-23 found this. The live site blocks automated access; archived copies show only a few ordinances inside meeting packets and no codified code, so this should be checked by hand in a browser.","The town of Marineland in Flagler County, Florida, is carried by no commercial code publisher, and this survey could not confirm what it publishes instead. Checked 2026-09-23."
1243375,Mary Esther,city,Okaloosa,Okaloosa,4070,online-html,municode,https://library.municode.com/fl/mary_esther,3205,11233,,2026-01-23,1,2,unstated,municode-api,2026-09-23,,"The city of Mary Esther in Okaloosa County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/mary_esther. 2 adopted ordinance(s) await codification. Checked 2026-09-23."
1243425,Mascotte,city,Lake,Lake,9150,online-html,municode,https://library.municode.com/fl/mascotte,3209,14339,,2026-08-21,1,0,unstated,municode-api,2026-09-23,"the publisher states codification through an ordinance adopted May 6, 2026, which postdates the supplement it published on 2026-05-05, so the stated date is not recorded","The city of Mascotte in Lake County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/mascotte. Checked 2026-09-23."
1243575,Mayo,town,Lafayette,Lafayette,1087,online-html,municode,https://library.municode.com/fl/mayo,9062,15717,,2025-02-21,1,0,unstated,municode-api,2026-09-23,,"The town of Mayo in Lafayette County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/mayo. Checked 2026-09-23."
1243900,Medley,town,Miami-Dade,Miami-Dade,1102,online-html,municode,https://library.municode.com/fl/medley,9077,12454,2024-10-07,2025-05-02,1,7,unstated,municode-api,2026-09-23,,"The town of Medley in Miami-Dade County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/medley. The code is codified through ordinances adopted 2024-10-07. 7 adopted ordinance(s) await codification. Checked 2026-09-23."
1243975,Melbourne,city,Brevard,Brevard,87561,online-html,municode,https://library.municode.com/fl/melbourne,3257,10710,2026-05-26,2026-07-09,1,5,unstated,municode-api,2026-09-23,,"The city of Melbourne in Brevard County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/melbourne. The code is codified through ordinances adopted 2026-05-26. 5 adopted ordinance(s) await codification. Checked 2026-09-23."
1244000,Melbourne Beach,town,Brevard,Brevard,3273,online-html,american-legal,https://codelibrary.amlegal.com/codes/melbournebeach/latest/overview,,,2026-01-21,,0,,unstated,browser,2026-09-03,,"The town of Melbourne Beach in Brevard County, Florida, publishes its code of ordinances as a searchable web code through American Legal Publishing at https://codelibrary.amlegal.com/codes/melbournebeach/latest/overview. The code is codified through ordinances adopted 2026-01-21. Checked 2026-09-03."
1244075,Melbourne Village,town,Brevard,Brevard,683,online-pdf-only,self-hosted,https://melbournevillage.org/202/Town-Code,,,,,0,,unstated,browser,2026-09-04,town code by chapter as PDFs; the official code is kept in the town office,"The town of Melbourne Village in Brevard County, Florida, publishes its code of ordinances as a PDF through its own website at https://melbournevillage.org/202/Town-Code. Checked 2026-09-04."
